FSU,Sample Uploaded,Assigned to ENM,First ENM to SUP,Latest ENM to SUP,First Return ENM to SUP,Latest Return ENM to SUP,No of repeat submissions to SUP,First SUP to DS,Latest SUP to DS,First Return SUP to DS,Latest Return SUP to DS,No of repeat submissions to DS,First DS Acceptance,Latest DS Acceptance,Last Update,No of Warnings,No of SSUs,Max Visit Number,FV,RV,Zone,Ro,Sro,Area Type,Schedule 0.0 Status,FSU Final Status,One-Go Completion,Potential Data Quality Issue (ENM/SUP),Potential SUP Oversight (DS Rejected after SUP Approval)
1611146405,2026-03-28,2026-04-01,2026-04-01,2026-04-02,2026-04-02,2026-04-02,1,2026-04-02,2026-04-02,,,0,2026-04-10,2026-04-10,2026-04-10,3,12,4,0,1,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611151405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611152405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611153405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-11,2026-04-11,2026-04-11,1,12,4,0,1,North Zone,Ajmer,UDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611154405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611155405,2026-03-28,2026-04-01,2026-04-06,2026-04-06,2026-04-06,2026-04-06,1,2026-04-06,2026-04-06,,,0,2026-04-08,2026-04-08,2026-04-08,4,12,4,0,1,North Zone,Ajmer,UDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611156405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611157405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611158405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611164405,2026-03-28,2026-04-01,2026-04-08,2026-04-08,,,0,2026-04-10,2026-04-10,,,0,2026-04-11,2026-04-11,2026-04-11,8,12,4,0,1,North Zone,Ajmer,UDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611165405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611166405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611178405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611179405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611180405,2026-03-28,2026-04-01,2026-04-08,2026-04-10,2026-04-10,2026-04-10,1,2026-04-08,2026-04-11,2026-04-09,2026-04-09,1,2026-04-13,2026-04-13,2026-04-13,3,12,4,0,1,North Zone,Ajmer,JDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611181405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611182405,2026-03-28,2026-04-07,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611183405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611184405,2026-03-28,2026-04-01,2026-04-10,2026-04-13,2026-04-11,2026-04-13,1,,,,,0,,,2026-04-13,1,12,4,0,1,North Zone,Ajmer,JDP,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611186405,2026-03-28,2026-04-01,2026-04-07,2026-04-09,,,0,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,2026-04-10,,12,4,0,1,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611187405,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,2026-04-13,2026-04-13,,,0,,,2026-04-13,,12,4,0,1,North Zone,Ajmer,UDP,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1611188405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611211305,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,2,12,3,0,1,North Zone,Ajmer,AJM,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611212305,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,,12,3,0,1,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611213305,2026-03-28,2026-04-01,2026-04-03,2026-04-03,,,0,2026-04-04,2026-04-04,,,0,2026-04-06,2026-04-06,2026-04-06,2,12,3,0,1,North Zone,Ajmer,JDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611214305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611215305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611216305,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,2026-04-09,,12,3,0,1,North Zone,Ajmer,JDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611217305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611218305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611223305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611224305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611225305,2026-03-28,2026-04-01,2026-04-06,2026-04-06,,,0,2026-04-07,2026-04-07,,,0,,,2026-04-07,,12,3,0,1,North Zone,Ajmer,UDP,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1611226305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611227305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611228305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611229305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611230305,2026-03-28,2026-04-01,2026-04-07,2026-04-08,2026-04-08,2026-04-08,1,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,2026-04-10,1,12,3,0,1,North Zone,Ajmer,UDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611236305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611237305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611238305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611250305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,,,0,,,2026-04-10,,12,3,0,1,North Zone,Ajmer,AJM,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1611251305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,,,0,,,2026-04-10,,12,3,0,1,North Zone,Ajmer,AJM,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1611252305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611253305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611254305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611255305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611256305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-11,2026-04-11,2026-04-13,2026-04-13,1,,,2026-04-13,6,12,3,0,1,North Zone,Ajmer,JDP,Rural,Accepted by Supervisor,RETURN TO SUPERVISOR BY DS,0,0,1
1611259305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611260305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611283205,2026-03-28,2026-04-01,2026-04-06,2026-04-07,2026-04-06,2026-04-07,1,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,2,12,2,0,1,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611284205,2026-03-28,2026-04-01,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,2026-04-10,,12,2,0,1,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611285205,2026-03-28,2026-04-01,2026-04-03,2026-04-03,,,0,2026-04-06,2026-04-06,,,0,2026-04-11,2026-04-11,2026-04-11,3,12,2,0,1,North Zone,Ajmer,JDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611286205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611287205,2026-03-28,2026-04-01,2026-04-08,2026-04-08,2026-04-07,2026-04-08,1,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,2,12,2,0,1,North Zone,Ajmer,UDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611288205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611289205,2026-03-28,2026-04-01,2026-04-02,2026-04-07,2026-04-03,2026-04-06,1,2026-04-03,2026-04-07,2026-04-06,2026-04-06,1,2026-04-11,2026-04-11,2026-04-11,2,12,2,0,1,North Zone,Ajmer,JDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611290205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611295205,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,,12,2,0,1,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611296205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611297205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611298205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611299205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611300205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611301205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611302205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611308205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,2026-04-13,,4,2,0,1,North Zone,Ajmer,UDP,Rural,Submitted by Enumerator,ASSIGN TO ENUMERATOR,0,0,0
1611309205,2026-03-28,2026-04-01,2026-04-06,2026-04-06,,,0,2026-04-07,2026-04-07,,,0,2026-04-11,2026-04-11,2026-04-11,,12,2,0,1,North Zone,Ajmer,UDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611310205,2026-03-28,2026-04-01,2026-04-06,2026-04-10,2026-04-09,2026-04-10,1,2026-04-06,2026-04-10,2026-04-07,2026-04-07,1,,,2026-04-10,4,12,2,0,1,North Zone,Ajmer,UDP,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,0,1
1611322205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611323205,2026-03-28,2026-04-01,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,2026-04-08,2026-04-08,,,0,,,2026-04-08,1,12,2,0,1,North Zone,Ajmer,AJM,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1611324205,2026-03-28,2026-04-01,2026-04-11,2026-04-11,,,0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,,,2026-04-13,2,12,2,0,1,North Zone,Ajmer,JDP,Rural,Accepted by Supervisor,RETURN TO SUPERVISOR BY DS,0,0,1
1611325205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611326205,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,,12,2,0,1,North Zone,Ajmer,JDP,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611327205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611328205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611330205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611331205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611332205,2026-03-28,2026-04-01,2026-04-08,2026-04-12,2026-04-12,2026-04-12,1,2026-04-09,2026-04-12,2026-04-09,2026-04-13,1,,,2026-04-13,2,12,2,0,1,North Zone,Ajmer,UDP,Rural,Accepted by Supervisor,RETURN TO SUPERVISOR BY DS,0,0,1
1611355105,2026-03-28,2026-04-01,2026-04-06,2026-04-08,2026-04-07,2026-04-09,1,2026-04-08,2026-04-08,2026-04-09,2026-04-09,1,,,2026-04-09,9,12,1,1,0,North Zone,Ajmer,AJM,Rural,Accepted by Supervisor,RETURN BACK TO ENUMERATOR,0,0,1
1611356105,2026-03-28,2026-04-01,2026-04-13,2026-04-13,,,0,,,,,0,,,2026-04-13,3,12,1,1,0,North Zone,Ajmer,AJM,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611357105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611358105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611359105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611360105,2026-03-28,2026-04-01,2026-04-06,2026-04-07,2026-04-07,2026-04-07,1,2026-04-10,2026-04-10,,,0,,,2026-04-10,1,12,1,1,0,North Zone,Ajmer,JDP,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1611361105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611362105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611367105,2026-03-28,2026-04-01,2026-04-07,2026-04-09,2026-04-08,2026-04-09,1,2026-04-08,2026-04-09,2026-04-08,2026-04-08,1,2026-04-10,2026-04-10,2026-04-10,14,12,1,1,0,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611368105,2026-03-28,2026-04-01,2026-04-11,2026-04-11,,,0,,,,,0,,,2026-04-11,2,12,1,1,0,North Zone,Ajmer,AJM,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611369105,2026-03-28,2026-04-01,2026-04-11,2026-04-12,2026-04-12,2026-04-12,1,2026-04-12,2026-04-12,,,0,,,2026-04-12,2,12,1,1,0,North Zone,Ajmer,UDP,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1611370105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611371105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611372105,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,,12,1,1,0,North Zone,Ajmer,UDP,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611373105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611374105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611380105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611381105,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,9,12,1,1,0,North Zone,Ajmer,UDP,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611382105,2026-03-28,2026-04-01,2026-04-06,2026-04-08,2026-04-08,2026-04-08,1,2026-04-08,2026-04-08,2026-04-13,2026-04-13,1,,,2026-04-13,8,12,1,1,0,North Zone,Ajmer,UDP,Rural,Return by DS,RETURN TO SUPERVISOR BY DS,0,0,1
1611394105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611395105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,AJM,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611396105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611397105,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,2,12,1,1,0,North Zone,Ajmer,JDP,Rural,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1611398105,2026-03-28,2026-04-01,2026-04-05,2026-04-10,2026-04-08,2026-04-09,1,2026-04-06,2026-04-10,2026-04-08,2026-04-08,1,2026-04-13,2026-04-13,2026-04-13,5,12,1,1,0,North Zone,Ajmer,JDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611399105,2026-03-28,2026-04-01,2026-04-07,2026-04-07,2026-04-07,2026-04-07,1,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,5,12,1,1,0,North Zone,Ajmer,AJM,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611400105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,JDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611403105,2026-03-28,2026-04-01,2026-04-05,2026-04-10,2026-04-06,2026-04-10,1,2026-04-09,2026-04-10,2026-04-10,2026-04-10,1,2026-04-11,2026-04-11,2026-04-11,6,12,1,1,0,North Zone,Ajmer,UDP,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611404105,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,1,1,0,North Zone,Ajmer,UDP,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611981405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,2026-04-09,4,12,4,0,1,Central Zone,Bareilly,SRN,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611982405,2026-03-28,,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,SRN,Rural,,Not Assigned,0,0,0
1611983405,2026-03-28,,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,SRN,Rural,,Not Assigned,0,0,0
1611984405,2026-03-28,,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,SRN,Rural,,Not Assigned,0,0,0
1611985405,2026-03-28,,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,SRN,Rural,,Not Assigned,0,0,0
1611986405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,MBD,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611987405,2026-03-28,2026-04-01,2026-04-02,2026-04-02,2026-04-02,2026-04-02,1,2026-04-02,2026-04-02,,,0,2026-04-09,2026-04-09,2026-04-09,1,12,4,0,1,Central Zone,Bareilly,MBD,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611988405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,MBD,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611989405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,MBD,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611990405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,MBD,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611991405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,MBD,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611992405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,MBD,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611993405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Bareilly,MBD,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611994405,2026-03-28,2026-04-01,2026-04-07,2026-04-10,2026-04-10,2026-04-10,1,2026-04-08,2026-04-10,2026-04-10,2026-04-10,1,2026-04-10,2026-04-10,2026-04-10,1,12,4,0,1,Central Zone,Bareilly,MBD,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1611995405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,,12,4,0,1,Central Zone,Agra,MRT,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1611996405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Agra,MRT,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611997405,2026-03-28,2026-04-01,2026-04-07,2026-04-13,2026-04-12,2026-04-12,1,2026-04-07,2026-04-13,2026-04-10,2026-04-10,1,,,2026-04-13,5,12,4,0,1,Central Zone,Agra,MRT,Rural,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,0,1
1611998405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Agra,MRT,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1611999405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Agra,MRT,Rural,,ASSIGN TO ENUMERATOR,0,0,0
1612000405,2026-03-28,2026-04-01,2026-04-07,2026-04-08,2026-04-08,2026-04-08,1,2026-04-07,2026-04-09,2026-04-08,2026-04-08,1,2026-04-09,2026-04-09,2026-04-09,1,12,4,0,1,Central Zone,Agra,MRT,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1612001405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-10,2026-04-10,2026-04-10,,12,4,0,1,Central Zone,Agra,MRT,Rural,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
